교과구분,개설대학,개설학과,이수과정,학년,교과목번호,강좌번호,교과목명,부제명,학점,강의,실습,수업교시,수업형태,"강의실(동-호)(#연건, *평창)",주담당교수,정원,수강신청인원,비고,강의언어,개설상태
교양,인문대학,국어국문학과,학사,1학년,031.001,001,글쓰기의 기초,,3,3,0,월(11:00~12:15)/수(11:00~12:15),이론/이론,083-402/083-402,이은주,25 (25),17,®2018학번 포함 이전 학번만 수강 가능 / 졸업 예정자에 한하여 초안지 접수. 문의: 국어국문학과 사무실.,한국어,설강
교양,인문대학,국어국문학과,학사,1학년,031.001,002,글쓰기의 기초,,3,3,0,화(12:30~13:45)/목(12:30~13:45),이론/이론,083-402/083-402,이은주,25 (25),19,®2018학번 포함 이전 학번만 수강 가능 / 졸업 예정자에 한하여 초안지 접수. 문의: 국어국문학과 사무실.,한국어,설강
교양,인문대학,국어국문학과,학사,1학년,031.001,003,글쓰기의 기초,,3,3,0,월(14:00~15:15)/수(14:00~15:15),이론/이론,083-402/083-402,이은주,25 (25),16,®2018학번 포함 이전 학번만 수강 가능 / 졸업 예정자에 한하여 초안지 접수. 문의: 국어국문학과 사무실.,한국어,설강
교양,인문대학,국어국문학과,학사,1학년,031.001,004,글쓰기의 기초,,3,3,0,화(15:30~16:45)/목(15:30~16:45),이론/이론,083-402/083-402,이은주,25 (25),11,®2018학번 포함 이전 학번만 수강 가능 / 졸업 예정자에 한하여 초안지 접수. 문의: 국어국문학과 사무실.,한국어,설강
교양,인문대학,국어국문학과,학사,1학년,031.001,005,글쓰기의 기초,,3,3,0,금(09:00~11:50),이론,008-304,박혜승,20 (20),5,®<글로벌 인재반>: '글로벌인재특별전형'의 1유형 혹은 2유형으로 입학한 학생과 교환 학생만 수강 가능. (단 해당 전형으로 입학하였어도 한국어 글쓰기 능력에 따라 다른 강좌를 수강할 수 있음.) / 2018학번 포함 이전 학번만 수강 가능 / 졸업 예정자에 한하여 초안지 접수. 문의: 국어국문학과 사무실.,한국어,설강
교양,기초교육원,,학사,1학년,031.002,001,인문학글쓰기,,3,3,0,금(09:30~12:20),이론,008-302,김광식,25 (25),17,®2018학번 포함 이전 학번만 수강가능,한국어,설강
교양,기초교육원,,학사,1학년,031.003,001,사회과학글쓰기,,3,3,0,화(15:30~16:45)/목(15:30~16:45),이론/이론,008-304/008-304,박현희,25 (25),7,®2018학번 포함 이전 학번만 수강가능,한국어,설강
교양,기초교육원,,학사,1학년,031.004,001,과학과 기술 글쓰기,,3,3,0,화(15:30~16:45)/목(15:30~16:45),이론/이론,043-1-303/043-1-303,현영종,25 (25),26,®2018학번 포함 이전 학번만 수강가능,한국어,설강
교양,기초교육원,,학사,1학년,031.031,001,말하기와 토론,,3,3,0,월(09:30~10:45)/수(09:30~10:45),이론/이론,043-1-303/043-1-303,김종영,25 (12),21,,한국어,설강
교양,기초교육원,,학사,1학년,031.031,002,말하기와 토론,,3,3,0,월(11:00~12:15)/수(11:00~12:15),이론/이론,043-1-303/043-1-303,김종영,25 (12),16,,한국어,설강
교양,기초교육원,,학사,1학년,031.031,003,말하기와 토론,,3,3,0,월(14:00~15:15)/수(14:00~15:15),이론/이론,043-1-303/043-1-303,김종영,25 (12),25,,한국어,설강
교양,기초교육원,,학사,1학년,031.031,004,말하기와 토론,,3,3,0,월(15:30~16:45)/수(15:30~16:45),이론/이론,043-1-303/043-1-303,김종영,25 (12),23,,한국어,설강
교양,기초교육원,,학사,1학년,031.031,005,말하기와 토론,,3,3,0,화(09:30~10:45)/목(09:30~10:45),이론/이론,008-303/008-303,황은미,25 (12),21,,한국어,설강
교양,기초교육원,,학사,1학년,031.031,006,말하기와 토론,,3,3,0,화(11:00~12:15)/목(11:00~12:15),이론/이론,009-104/009-104,이상원,25 (12),25,,한국어,설강
교양,기초교육원,,학사,1학년,031.031,007,말하기와 토론,,3,3,0,화(12:30~13:45)/목(12:30~13:45),이론/이론,009-105/009-105,백미숙,25 (12),25,,한국어,설강
교양,기초교육원,,학사,1학년,031.031,008,말하기와 토론,,3,3,0,화(15:30~16:45)/목(15:30~16:45),이론/이론,009-105/009-105,백미숙,25 (12),20,,한국어,설강
교양,기초교육원,,학사,1학년,031.031,010,말하기와 토론,,3,3,0,금(10:00~12:50),이론,009-105,백미숙,25 (12),23,,한국어,설강
교양,기초교육원,,학사,1학년,031.031,011,말하기와 토론,,3,3,0,금(14:00~16:50),이론,043-1-101,김용신,25 (12),24,,한국어,설강
교양,기초교육원,,학사,1학년,031.032,001,창의적 사고와 표현,,3,3,0,수(14:00~16:50),이론,003-211-1,박현희,25 (12),15,주제: 공동체와 정의,한국어,설강
교양,기초교육원,,학사,1학년,031.032,002,창의적 사고와 표현,,3,3,0,화(14:00~15:15)/목(14:00~15:15),이론/이론,003-211-1/003-211-1,김재호,25 (12),23,주제: 자아와 타자의 이해,한국어,설강
교양,기초교육원,,학사,1학년,031.032,003,창의적 사고와 표현,,3,3,0,화(11:00~12:15)/목(11:00~12:15),이론/이론,003-211-1/003-211-1,김광식,25 (12),20,주제: 과학과 영화,한국어,설강
교양,기초교육원,,학사,1학년,031.032,004,창의적 사고와 표현,,3,3,0,월(11:00~12:15)/수(11:00~12:15),이론/이론,003-211-1/003-211-1,이유선,25 (12),18,주제: 마음,한국어,설강
교양,인문대학,철학과,학사,1학년,031.033,001,논리와 비판적 사고,,3,3,0,수(15:30~18:20),이론,007-106,이주한,40 (20),33,,한국어,설강
교양,인문대학,철학과,학사,1학년,031.033,002,논리와 비판적 사고,,3,3,0,금(10:00~12:50),이론,007-203,최동호,40 (20),27,,한국어,설강
교양,인문대학,철학과,학사,1학년,031.033,003,논리와 비판적 사고,,3,3,0,금(14:00~16:50),이론,007-203,박지영,40 (20),36,,한국어,설강
교양,인문대학,철학과,학사,1학년,031.033,004,논리와 비판적 사고,,3,3,0,월(12:30~13:45)/수(12:30~13:45),이론/이론,005-212/005-212,이선형,40 (20),43,,한국어,설강
교양,인문대학,국어국문학과,학사,1학년,032.002,001,중급한국어 1,,3,3,0,월(09:30~10:45)/수(09:30~10:45),이론/이론,014-102/014-102,윤예진,20 (6),9,,한국어,설강
교양,인문대학,국어국문학과,학사,1학년,032.003,001,중급한국어 2,,3,3,0,월(09:30~10:45)/수(09:30~10:45),이론/이론,005-204/005-204,배윤정,20 (6),10,,한국어,설강
교양,인문대학,국어국문학과,학사,1학년,032.004,001,고급한국어,,3,3,0,월(09:30~10:45)/수(09:30~10:45),이론/이론,014-207/014-207,이현주,20 (6),6,<글로벌 인재반> '글로벌인재특별전형'의 1유형 혹은 2유형으로 입학한 학생만 수강 가능. (단 해당 전형으로 입학하였어도 한국어 능력에 따라 다른 강좌를 수강할 수 있음.),한국어,설강
교양,인문대학,국어국문학과,학사,1학년,032.004,002,고급한국어,,3,3,0,월(09:30~10:45)/수(09:30~10:45),이론/이론,005-205/005-205,최보람,20 (6),13,<외국인 유학생반> '글로벌인재특별전형'의 1유형으로 입학한 학생과 교환 학생만 수강 가능. (단 해당 전형으로 입학하였어도 한국어 능력에 따라 다른 강좌를 수강할 수 있음),한국어,설강
교양,인문대학,중어중문학과,학사,1학년,032.005,001,초급한문 1,,3,3,0,월(09:30~10:45)/수(09:30~10:45),이론/이론,005-211/005-211,신지영,40 (20),40,,한국어,설강
교양,인문대학,중어중문학과,학사,1학년,032.005,002,초급한문 1,,3,3,0,화(09:30~10:45)/목(09:30~10:45),이론/이론,005-212/005-212,서용준,40 (20),38,,한국어,설강
교양,인문대학,중어중문학과,학사,1학년,032.005,003,초급한문 1,,3,3,0,월(11:00~12:15)/수(11:00~12:15),이론/이론,006-106/006-106,임도현,40 (20),37,,한국어,설강
교양,인문대학,중어중문학과,학사,1학년,032.005,004,초급한문 1,,3,3,0,화(11:00~12:15)/목(11:00~12:15),이론/이론,007-218/007-218,김지현,40 (20),32,,한국어,설강
교양,인문대학,중어중문학과,학사,1학년,032.005,005,초급한문 1,,3,3,0,월(12:30~13:45)/수(12:30~13:45),이론/이론,006-106/006-106,정지현,40 (20),23,,한국어,설강
교양,인문대학,중어중문학과,학사,1학년,032.005,006,초급한문 1,,3,3,0,화(12:30~13:45)/목(12:30~13:45),이론/이론,007-203/007-203,이주현,40 (20),19,,한국어,설강
교양,인문대학,중어중문학과,학사,1학년,032.005,007,초급한문 1,,3,3,0,월(14:00~15:15)/수(14:00~15:15),이론/이론,007-218/007-218,강성위,40 (20),21,,한국어,설강
교양,인문대학,중어중문학과,학사,1학년,032.005,008,초급한문 1,,3,3,0,화(15:30~16:45)/목(15:30~16:45),이론/이론,009-119/009-119,주기평,40 (20),34,,한국어,설강
교양,인문대학,중어중문학과,학사,1학년,032.006,001,초급한문 2,,3,3,0,월(09:30~10:45)/수(09:30~10:45),이론/이론,001-209/001-209,최형섭,40 (20),21,,한국어,설강
교양,인문대학,중어중문학과,학사,1학년,032.006,002,초급한문 2,,3,3,0,화(09:30~10:45)/목(09:30~10:45),이론/이론,007-218/007-218,김지현,40 (20),23,,한국어,설강
교양,인문대학,중어중문학과,학사,1학년,032.006,003,초급한문 2,,3,3,0,화(14:00~15:15)/목(14:00~15:15),이론/이론,007-203/007-203,이주현,40 (20),13,,한국어,설강
교양,인문대학,중어중문학과,학사,1학년,032.007,001,중급한문,,3,3,0,화(15:30~16:45)/목(15:30~16:45),이론/이론,007-218/007-218,최형섭,40 (32),16,,한국어,설강
교양,인문대학,중어중문학과,학사,1학년,032.007,002,중급한문,,3,3,0,월(14:00~15:15)/수(14:00~15:15),이론/이론,008-301/008-301,김효신,40 (32),24,,한국어,설강
교양,인문대학,중어중문학과,학사,1학년,032.008,001,한문명작읽기,,3,3,0,화(11:00~12:15)/목(11:00~12:15),이론/이론,009-119/009-119,최형섭,40 (32),37,,한국어,설강
교양,인문대학,철학과,학사,1학년,032.009,001,역사와 철학 한문원전읽기,,3,3,0,월(15:30~18:20),이론,005-107-1,정단비,60 (48),6,,한국어,설강
교양,인문대학,중어중문학과,학사,1학년,032.010,001,초급중국어 1,,3,3,1,월(09:30~10:45)/월(17:00~17:50)/월(17:00~17:50)/수(09:30~10:45),이론/실습반1/실습반2/이론,003-107/003-103/003-105/003-107,신미경,20 (10),18,"수강제한 관련 수강편람 필독, 랩수업 있음(주당 1시간)",한국어,설강
교양,인문대학,중어중문학과,학사,1학년,032.010,002,초급중국어 1,,3,3,1,월(11:00~12:15)/월(17:00~17:50)/월(17:00~17:50)/수(11:00~12:15),이론/실습반1/실습반2/이론,003-103/007-110/007-111/003-103,정진선,20 (10),18,"수강제한 관련 수강편람 필독, 랩수업 있음(주당 1시간)",한국어,설강
교양,인문대학,중어중문학과,학사,1학년,032.010,003,초급중국어 1,,3,3,1,월(12:30~13:45)/월(17:00~17:50)/월(17:00~17:50)/수(12:30~13:45),이론/실습반1/실습반2/이론,006-108/008-407/008-408/006-108,송가배,20 (10),19,"수강제한 관련 수강편람 필독, 랩수업 있음(주당 1시간)",한국어,설강
교양,인문대학,중어중문학과,학사,1학년,032.010,004,초급중국어 1,,3,3,1,월(14:00~15:15)/수(14:00~15:15)/수(17:00~17:50)/수(17:00~17:50),이론/이론/실습반1/실습반2,003-104/003-104/003-103/003-105,이현정,20 (10),19,"수강제한 관련 수강편람 필독, 랩수업 있음(주당 1시간)",한국어,설강
교양,인문대학,중어중문학과,학사,1학년,032.010,005,초급중국어 1,,3,3,1,화(15:30~16:45)/목(15:30~16:45)/목(17:00~17:50)/목(17:00~17:50),이론/이론/실습반1/실습반2,014-207/014-207/001-103/008-303,이화진,20 (10),19,"수강제한 관련 수강편람 필독, 랩수업 있음(주당 1시간)",한국어,설강
교양,인문대학,중어중문학과,학사,1학년,032.010,006,초급중국어 1,,3,3,1,화(11:00~12:15)/화(17:00~17:50)/화(17:00~17:50)/목(11:00~12:15),이론/실습반1/실습반2/이론,006-108/001-209/001-210/006-108,이성현,20 (10),17,"수강제한 관련 수강편람 필독, 랩수업 있음(주당 1시간)",한국어,설강
교양,인문대학,중어중문학과,학사,1학년,032.010,007,초급중국어 1,,3,3,1,화(12:30~13:45)/화(17:00~17:50)/목(12:30~13:45),이론/실습반1/이론,006-108/001-101/006-108,이성현,20 (10),10,"수강제한 관련 수강편람 필독, 랩수업 있음(주당 1시간)",한국어,설강
교양,인문대학,중어중문학과,학사,1학년,032.010,008,초급중국어 1,,3,3,1,화(14:00~15:15)/목(14:00~15:15)/목(17:00~17:50)/목(17:00~17:50),이론/이론/실습반1/실습반2,083-203/083-203/083-401/083-402,김지영,20 (10),22,"수강제한 관련 수강편람 필독, 랩수업 있음(주당 1시간)",한국어,설강
교양,인문대학,중어중문학과,학사,1학년,032.010,009,초급중국어 1,,3,3,1,월(11:00~12:15)/월(17:00~17:50)/월(17:00~17:50)/수(11:00~12:15),이론/실습반1/실습반2/이론,001-204/001-204/001-207/001-204,이운재,20 (10),9,"수강제한 관련 수강편람 필독, 랩수업 있음(주당 1시간)",한국어,설강
교양,인문대학,중어중문학과,학사,1학년,032.010,010,초급중국어 1,,3,3,1,월(12:30~13:45)/수(12:30~13:45)/수(17:00~17:50)/수(17:00~17:50),이론/이론/실습반1/실습반2,014-207/014-207/007-108/007-109,양선혜,20 (10),17,"수강제한 관련 수강편람 필독, 랩수업 있음(주당 1시간)",한국어,설강
교양,인문대학,중어중문학과,학사,1학년,032.010,011,초급중국어 1,,3,3,1,화(09:30~10:45)/목(09:30~10:45)/목(17:00~17:50)/목(17:00~17:50),이론/이론/실습반1/실습반2,001-207/001-207/001-204/001-207,김하늬,20 (10),19,"수강제한 관련 수강편람 필독, 랩수업 있음(주당 1시간)",한국어,설강
교양,인문대학,중어중문학과,학사,1학년,032.010,012,초급중국어 1,,3,3,1,화(11:00~12:15)/목(11:00~12:15)/목(17:00~17:50)/목(17:00~17:50),이론/이론/실습반1/실습반2,083-602/083-602/083-602/083-603,김지영,20 (10),22,"수강제한 관련 수강편람 필독, 랩수업 있음(주당 1시간)",한국어,설강
교양,인문대학,중어중문학과,학사,1학년,032.010,013,초급중국어 1,,3,3,1,월(15:30~16:45)/월(17:00~17:50)/월(17:00~17:50)/수(15:30~16:45),이론/실습반1/실습반2/이론,014-202/001-209/001-210/014-202,양선혜,20 (10),16,"수강제한 관련 수강편람 필독, 랩수업 있음(주당 1시간)",한국어,설강
교양,인문대학,중어중문학과,학사,1학년,032.011,001,초급중국어 2,,3,3,1,월(11:00~12:15)/수(11:00~12:15)/수(17:00~17:50),이론/이론/실습반1,083-201/083-201/008-304,이화진,20 (10),8,"수강제한 관련 수강편람 필독, 랩수업 있음(주당 1시간)",한국어,설강
교양,인문대학,중어중문학과,학사,1학년,032.011,002,초급중국어 2,,3,3,1,월(12:30~13:45)/수(12:30~13:45)/수(17:00~17:50)/수(17:00~17:50),이론/이론/실습반1/실습반2,003-104/003-104/001-209/001-210,정진선,20 (10),14,"수강제한 관련 수강편람 필독, 랩수업 있음(주당 1시간)",한국어,설강
교양,인문대학,중어중문학과,학사,1학년,032.011,003,초급중국어 2,,3,3,1,월(14:00~15:15)/수(14:00~15:15)/수(17:00~17:50)/수(17:00~17:50),이론/이론/실습반1/실습반2,006-108/006-108/008-407/008-408,송가배,20 (10),16,"수강제한 관련 수강편람 필독, 랩수업 있음(주당 1시간)",한국어,설강
교양,인문대학,중어중문학과,학사,1학년,032.011,004,초급중국어 2,,3,3,1,월(15:30~16:45)/월(17:00~17:50)/월(17:00~17:50)/수(15:30~16:45),이론/실습반1/실습반2/이론,002-102/002-110/008-304/002-102,이화진,20 (10),14,"수강제한 관련 수강편람 필독, 랩수업 있음(주당 1시간)",한국어,설강
교양,인문대학,중어중문학과,학사,1학년,032.011,005,초급중국어 2,,3,3,1,화(09:30~10:45)/화(17:00~17:50)/화(17:00~17:50)/목(09:30~10:45),이론/실습반1/실습반2/이론,014-207/001-204/001-207/014-207,신미경,20 (10),19,"수강제한 관련 수강편람 필독, 랩수업 있음(주당 1시간)",한국어,설강
교양,인문대학,중어중문학과,학사,1학년,032.011,006,초급중국어 2,,3,3,1,화(11:00~12:15)/화(17:00~17:50)/목(11:00~12:15),이론/실습반1/이론,003-106/003-105/003-106,허윤정,20 (10),6,"수강제한 관련 수강편람 필독, 랩수업 있음(주당 1시간)",한국어,설강
교양,인문대학,중어중문학과,학사,1학년,032.011,007,초급중국어 2,,3,3,1,화(12:30~13:45)/목(12:30~13:45)/목(17:00~17:50),이론/이론/실습반1,003-107/003-107/002-110,허윤정,20 (10),6,"수강제한 관련 수강편람 필독, 랩수업 있음(주당 1시간)",한국어,설강
교양,인문대학,중어중문학과,학사,1학년,032.012,001,중급중국어 1,,3,3,0,월(12:30~13:45)/수(12:30~13:45),이론/이론,014-102/014-102,이윤희,20 (16),6,수강제한 관련 수강편람 필독,한국어,설강
교양,인문대학,중어중문학과,학사,1학년,032.012,003,중급중국어 1,,3,3,0,화(11:00~12:15)/목(11:00~12:15),이론/이론,001-204/001-204,김수희,20 (16),19,수강제한 관련 수강편람 필독,한국어,설강
교양,인문대학,중어중문학과,학사,1학년,032.012,004,중급중국어 1,,3,3,0,화(14:00~15:15)/목(14:00~15:15),이론/이론,003-107/003-107,홍혜진,20 (16),18,수강제한 관련 수강편람 필독,한국어,설강
교양,인문대학,중어중문학과,학사,1학년,032.012,005,중급중국어 1,,3,3,0,월(11:00~12:15)/수(11:00~12:15),이론/이론,014-207/014-207,문준혜,20 (16),13,수강제한 관련 수강편람 필독,한국어,설강
교양,인문대학,중어중문학과,학사,1학년,032.012,006,중급중국어 1,,3,3,0,화(15:30~16:45)/목(15:30~16:45),이론/이론,014-102/014-102,홍혜진,20 (16),12,수강제한 관련 수강편람 필독,한국어,설강
교양,인문대학,중어중문학과,학사,1학년,032.013,001,중급중국어 2,,3,3,0,화(11:00~12:15)/목(11:00~12:15),이론/이론,014-207/014-207,신미경,20 (16),6,수강제한 관련 수강편람 필독,한국어,설강
교양,인문대학,중어중문학과,학사,1학년,032.013,002,중급중국어 2,,3,3,0,월(15:30~16:45)/수(15:30~16:45),이론/이론,014-207/014-207,이운재,20 (16),8,수강제한 관련 수강편람 필독,한국어,설강
교양,인문대학,중어중문학과,학사,1학년,032.013,003,중급중국어 2,,3,3,0,월(14:00~15:15)/수(14:00~15:15),이론/이론,003-107/003-107,두염빙,20 (16),14,수강제한 관련 수강편람 필독,중국어,설강
교양,인문대학,중어중문학과,학사,1학년,032.014,001,중국어회화 1,,3,3,0,월(11:00~12:15)/수(11:00~12:15),이론/이론,007-108/007-108,류야페이,15 (12),5,중국학생 수강 권장하지 않음. 수강제한 관련 수강편람 필독.(단계별 수강에 대한 안내는 중문과 홈페이지 참조),중국어,설강
교양,인문대학,중어중문학과,학사,1학년,032.014,002,중국어회화 1,,3,3,0,화(14:00~15:15)/목(14:00~15:15),이론/이론,007-108/007-108,당리,15 (12),6,중국학생 수강 권장하지 않음. 수강제한 관련 수강편람 필독.(단계별 수강에 대한 안내는 중문과 홈페이지 참조),중국어,설강
교양,인문대학,중어중문학과,학사,1학년,032.014,003,중국어회화 1,,3,3,0,화(15:30~16:45)/목(15:30~16:45),이론/이론,001-102/001-102,당리,15 (12),8,중국학생 수강 권장하지 않음. 수강제한 관련 수강편람 필독.(단계별 수강에 대한 안내는 중문과 홈페이지 참조),중국어,설강
교양,인문대학,중어중문학과,학사,1학년,032.015,001,중국어회화 2,,3,3,0,화(11:00~12:15)/목(11:00~12:15),이론/이론,014-102/014-102,두염빙,15 (12),4,중국학생 수강 권장하지 않음. 수강제한 관련 수강편람 필독.(단계별 수강에 대한 안내는 중문과 홈페이지 참조),중국어,설강
교양,인문대학,중어중문학과,학사,1학년,032.015,002,중국어회화 2,,3,3,0,월(12:30~13:45)/수(12:30~13:45),이론/이론,001-102/001-102,류야페이,15 (12),6,중국학생 수강 권장하지 않음. 수강제한 관련 수강편람 필독.(단계별 수강에 대한 안내는 중문과 홈페이지 참조),중국어,설강
교양,인문대학,중어중문학과,학사,1학년,032.016,001,미디어중국어,,3,3,0,화(12:30~13:45)/목(12:30~13:45),이론/이론,001-102/001-102,두염빙,20 (16),13,중국학생 수강 권장하지 않음. 단계별 수강에 대한 안내는 중문과 홈페이지 참조,중국어,설강
교양,인문대학,불어불문학과,학사,1학년,032.027,001,초급프랑스어 1,,3,3,1,월(11:00~12:15)/수(11:00~12:15)/목(15:30~16:20)/목(15:30~16:20),이론/이론/실습반1/실습반2,006-105/006-105/005-204/005-205,최윤선,20 (10),19,,한국어,설강
교양,인문대학,불어불문학과,학사,1학년,032.027,002,초급프랑스어 1,,3,3,1,월(09:30~10:45)/수(09:30~10:45)/목(16:30~17:20)/목(16:30~17:20),이론/이론/실습반1/실습반2,006-105/006-105/005-204/005-205,신선옥,20 (10),18,,한국어,설강
교양,인문대학,불어불문학과,학사,1학년,032.027,003,초급프랑스어 1,,3,3,1,월(11:00~12:15)/수(11:00~12:15)/목(17:30~18:20)/목(17:30~18:20),이론/이론/실습반1/실습반2,014-103/014-103/005-204/005-205,서영지,20 (10),19,,한국어,설강
교양,인문대학,불어불문학과,학사,1학년,032.027,004,초급프랑스어 1,,3,3,1,월(12:30~13:45)/수(12:30~13:45)/목(18:30~19:20)/목(18:30~19:20),이론/이론/실습반1/실습반2,014-103/014-103/005-204/005-205,문경자,20 (10),17,,한국어,설강
교양,인문대학,불어불문학과,학사,1학년,032.027,005,초급프랑스어 1,,3,3,1,월(14:00~15:15)/수(14:00~15:15)/금(09:00~09:50)/금(09:00~09:50),이론/이론/실습반1/실습반2,014-103/014-103/005-204/005-205,문경자,20 (10),17,,한국어,설강
교양,인문대학,불어불문학과,학사,1학년,032.027,006,초급프랑스어 1,,3,3,1,월(12:30~13:45)/수(12:30~13:45)/금(10:00~10:50)/금(10:00~10:50),이론/이론/실습반1/실습반2,005-206/005-206/005-204/005-205,김혜중,20 (10),16,,한국어,설강
교양,인문대학,불어불문학과,학사,1학년,032.027,007,초급프랑스어 1,,3,3,1,화(11:00~12:15)/목(11:00~12:15)/금(11:00~11:50)/금(11:00~11:50),이론/이론/실습반1/실습반2,003-108/003-108/005-204/005-205,이혜은,20 (10),20,,한국어,설강
교양,인문대학,불어불문학과,학사,1학년,032.027,008,초급프랑스어 1,,3,3,1,화(14:00~15:15)/목(14:00~15:15)/금(12:00~12:50)/금(12:00~12:50),이론/이론/실습반1/실습반2,014-104/014-104/005-204/005-205,김예령,20 (10),19,,한국어,설강
교양,인문대학,불어불문학과,학사,1학년,032.027,009,초급프랑스어 1,,3,3,1,화(15:30~16:45)/수(15:30~16:20)/수(15:30~16:20)/목(15:30~16:45),이론/실습반1/실습반2/이론,014-104/005-204/005-205/014-104,서지형,20 (10),18,,한국어,설강
교양,인문대학,불어불문학과,학사,1학년,032.028,001,초급프랑스어 2,,3,3,1,화(09:30~10:45)/목(09:30~10:45)/금(14:00~14:50)/금(14:00~14:50),이론/이론/실습반1/실습반2,005-208/005-208/005-204/005-205,장진영,20 (10),9,,한국어,설강
교양,인문대학,불어불문학과,학사,1학년,032.028,002,초급프랑스어 2,,3,3,1,화(14:00~15:15)/수(16:30~17:20)/수(16:30~17:20)/목(14:00~15:15),이론/실습반1/실습반2/이론,001-210/005-204/005-205/001-210,심재중,20 (10),8,,한국어,설강
교양,인문대학,불어불문학과,학사,1학년,032.028,003,초급프랑스어 2,,3,3,1,월(11:00~12:15)/수(11:00~12:15)/수(17:30~18:20)/수(17:30~18:20),이론/이론/실습반1/실습반2,005-107-1/005-107-1/005-204/005-205,최애영,20 (10),17,,한국어,설강
교양,인문대학,불어불문학과,학사,1학년,032.028,004,초급프랑스어 2,,3,3,1,월(09:30~10:45)/수(09:30~10:45)/금(15:00~15:50)/금(15:00~15:50),이론/이론/실습반1/실습반2,005-208/005-208/005-204/005-205,허지영,20 (10),8,,한국어,설강
교양,인문대학,불어불문학과,학사,1학년,032.029,001,중급프랑스어 1,,3,3,0,화(09:30~10:45)/목(09:30~10:45),이론/이론,006-105/006-105,김종명,20 (16),21,,한국어,설강
교양,인문대학,불어불문학과,학사,1학년,032.029,002,중급프랑스어 1,,3,3,0,화(11:00~12:15)/목(11:00~12:15),이론/이론,005-206/005-206,정희경,20 (16),18,,한국어,설강
교양,인문대학,불어불문학과,학사,1학년,032.029,003,중급프랑스어 1,,3,3,0,월(14:00~15:15)/수(14:00~15:15),이론/이론,006-103/006-103,김미현,20 (16),10,,한국어,설강
교양,인문대학,불어불문학과,학사,1학년,032.030,001,중급프랑스어 2,,3,3,0,화(11:00~12:15)/목(11:00~12:15),이론/이론,014-104/014-104,최애영,20 (16),2,,한국어,설강
교양,인문대학,불어불문학과,학사,1학년,032.031,001,프랑스어 글쓰기,,3,3,0,월(09:30~10:45)/수(09:30~10:45),이론/이론,005-212/005-212,정혜용,20 (16),6,,한국어,설강
교양,인문대학,불어불문학과,학사,1학년,032.032,001,프랑스어 말하기,,3,3,0,화(14:00~15:15)/목(14:00~15:15),이론/이론,007-109/007-109,BORDEZ Cécile,15 (7),4,,프랑스어,설강
교양,인문대학,불어불문학과,학사,1학년,032.032,002,프랑스어 말하기,,3,3,0,화(15:30~16:45)/목(15:30~16:45),이론/이론,007-109/007-109,BORDEZ Cécile,15 (7),2,,프랑스어,설강
교양,인문대학,불어불문학과,학사,1학년,032.033,001,시사프랑스어,,3,3,0,화(14:00~15:15)/목(14:00~15:15),이론/이론,002-110/002-110,김동수,20 (16),3,,한국어,설강
교양,인문대학,독어독문학과,학사,1학년,032.034,001,초급독일어 1,,3,3,1,월(12:30~13:45)/월(17:00~17:50)/월(17:00~17:50)/수(12:30~13:45),이론/실습반1/실습반2/이론,008-302/003-104/003-108/008-302,유수연,20 (10),21,,한국어,설강
교양,인문대학,독어독문학과,학사,1학년,032.034,002,초급독일어 1,,3,3,1,월(12:30~13:45)/월(18:00~18:50)/월(18:00~18:50)/수(12:30~13:45),이론/실습반1/실습반2/이론,003-108/003-104/003-108/003-108,현정선,20 (10),18,,한국어,설강
교양,인문대학,독어독문학과,학사,1학년,032.034,003,초급독일어 1,,3,3,1,월(14:00~15:15)/화(17:00~17:50)/화(17:00~17:50)/수(14:00~15:15),이론/실습반1/실습반2/이론,003-108/003-104/003-108/003-108,오순희,20 (10),17,,한국어,설강
교양,인문대학,독어독문학과,학사,1학년,032.034,004,초급독일어 1,,3,3,1,월(15:30~16:45)/화(18:00~18:50)/화(18:00~18:50)/수(15:30~16:45),이론/실습반1/실습반2/이론,003-108/003-104/003-108/003-108,김지원,20 (10),17,,한국어,설강
교양,인문대학,독어독문학과,학사,1학년,032.034,005,초급독일어 1,,3,3,1,화(11:00~12:15)/수(17:00~17:50)/수(17:00~17:50)/목(11:00~12:15),이론/실습반1/실습반2/이론,008-302/003-104/003-108/008-302,윤순식,20 (10),18,,한국어,설강
교양,인문대학,독어독문학과,학사,1학년,032.034,006,초급독일어 1,,3,3,1,월(09:30~10:45)/수(09:30~10:45)/수(18:00~18:50)/수(18:00~18:50),이론/이론/실습반1/실습반2,002-101/002-101/003-104/003-108,서유진,20 (10),20,,한국어,설강
교양,인문대학,독어독문학과,학사,1학년,032.034,007,초급독일어 1,,3,3,1,화(14:00~15:15)/목(14:00~15:15)/목(17:00~17:50)/목(17:00~17:50),이론/이론/실습반1/실습반2,008-302/008-302/003-104/003-108,함경희,20 (10),16,,한국어,설강
교양,인문대학,독어독문학과,학사,1학년,032.034,008,초급독일어 1,,3,3,1,월(09:30~10:45)/수(09:30~10:45)/목(18:00~18:50)/목(18:00~18:50),이론/이론/실습반1/실습반2,001-210/001-210/003-104/003-108,조향,20 (10),23,,한국어,설강
