교과구분,개설대학,개설학과,이수과정,학년,교과목번호,강좌번호,교과목명,부제명,학점,강의,실습,수업교시,수업형태,"강의실(동-호)(#연건, *평창)",주담당교수,정원,수강신청인원,비고,강의언어,개설상태
전선,자연과학대학,지구환경과학부,석박사통합,0,3345.734,001,대기화학,대기화학 및 대기질 예보,3,3,0,화(14:00~15:15)/목(14:00~15:15),이론/이론,500-A-404/500-A-404,박록진,20 (20),13,,한국어,설강
전선,자연과학대학,지구환경과학부,석박사통합,0,3345.735,001,대기복사학,,3,3,0,화(11:00~12:15)/목(11:00~12:15),이론/이론,500-L311/500-L311,손병주,20 (20),17,,한국어,설강
전선,자연과학대학,지구환경과학부,석박사통합,0,3345.741,001,광물학특론및실험,광물물리학개론,3,2,2,화(10:00~11:50)/목(10:00~11:50),이론/실습,025-1-612/025-1-612,이성근,20 (20),3,,한국어,설강
전선,자연과학대학,지구환경과학부,석박사통합,0,3345.746,001,고생물학세미나,척추동물 화석화과정학,3,3,0,목(15:00~17:50),이론,025-1-304,이융남,20 (20),4,,한국어,설강
전선,자연과학대학,지구환경과학부,석박사통합,0,3345.747,001,자원지질학특수연구,광상학특강3,3,2,2,월(13:00~14:50)/월(15:00~15:50)/수(15:00~15:50),이론/실습/실습,025-1-612/025-1-612/025-1-612,이인성,20 (20),2,ⓔ,영어,설강
전선,자연과학대학,지구환경과학부,석박사통합,0,3345.755,001,지구화학특강,고환경의 동위원소 기록,3,3,0,월(14:00~16:50),이론,025-1-612A,허영숙,20 (20),4,,한국어,설강
전선,자연과학대학,지구환경과학부,석박사통합,0,3345.767,001,해양지구화학특강,암석권의 친동성원소 지구화학,3,3,0,화(15:00~17:50),이론,025-1-208,박정우,20 (20),5,,한국어,설강
전선,자연과학대학,지구환경과학부,석박사통합,0,3345.771,001,지구환경과해양미생물특강,해양생물정보학,3,3,0,화(14:00~16:50),이론,024-209,황청연,20 (20),17,,한국어,설강
전선,자연과학대학,지구환경과학부,석박사통합,0,3345.776,001,해양학세미나,Carbon cycle in the ocean,3,3,0,수(09:00~11:50),이론,025-1-208,황점식,20 (20),8,,한국어,설강
전선,자연과학대학,지구환경과학부,석박사통합,0,3345.776,002,해양학세미나,대륙주변해양의 생지화학,3,3,0,월(15:00~17:50),이론,024-423,김규범,20 (20),5,,한국어,설강
전선,자연과학대학,지구환경과학부,석박사통합,0,3345.776,003,해양학세미나,객관적 자료분석,3,3,0,토(10:00~12:50),이론,025-1-304,유상진,20 (20),15,,한국어,설강
전선,자연과학대학,지구환경과학부,석박사통합,0,3345.776,004,해양학세미나,조수우세퇴적환경,3,3,0,목(16:00~18:50),이론,025-1-406,최경식,20 (20),4,ⓔ,영어,설강
전선,자연과학대학,지구환경과학부,석박사통합,0,3345.777,001,지구환경과학세미나,,3,3,0,수(13:00~14:50)/수(19:00~19:50),이론/이론,025-1-103/025-1-103,심민섭,20 (20),20,ⓔ,영어,설강
전선,자연과학대학,지구환경과학부,석박사통합,0,3345.777,002,지구환경과학세미나,,3,3,0,수(13:00~14:50)/수(19:00~19:50),이론/이론,025-1-304/025-1-304,나한나,20 (20),20,,한국어,설강
전선,자연과학대학,지구환경과학부,석박사통합,0,3345.777,003,지구환경과학세미나,,3,3,0,수(13:00~14:50)/수(19:00~19:50),이론/이론,024-108/024-108,김영희,20 (20),7,,한국어,설강
논문,자연과학대학,지구환경과학부,석박사통합,0,3345.803,001,대학원논문연구,,3,3,0,,,,Kwang Yul Kim,10 (10),1,,한국어,설강
논문,자연과학대학,지구환경과학부,석박사통합,0,3345.803,003,대학원논문연구,,3,3,0,,,,김규범,10 (10),4,,한국어,설강
논문,자연과학대학,지구환경과학부,석박사통합,0,3345.803,004,대학원논문연구,,3,3,0,,,,김덕진,10 (10),5,,한국어,설강
논문,자연과학대학,지구환경과학부,석박사통합,0,3345.803,005,대학원논문연구,,3,3,0,,,,김상우,10 (10),2,,한국어,설강
논문,자연과학대학,지구환경과학부,석박사통합,0,3345.803,006,대학원논문연구,,3,3,0,,,,김영희,10 (10),10,,한국어,설강
논문,자연과학대학,지구환경과학부,석박사통합,0,3345.803,007,대학원논문연구,,3,3,0,,,,김정훈,10 (10),6,,한국어,설강
논문,자연과학대학,지구환경과학부,석박사통합,0,3345.803,008,대학원논문연구,,3,3,0,,,,김종성,10 (10),6,,한국어,설강
논문,자연과학대학,지구환경과학부,석박사통합,0,3345.803,009,대학원논문연구,,3,3,0,,,,나한나,10 (10),3,,한국어,설강
논문,자연과학대학,지구환경과학부,석박사통합,0,3345.803,010,대학원논문연구,,3,3,0,,,,남성현,10 (10),1,,한국어,설강
논문,자연과학대학,지구환경과학부,석박사통합,0,3345.803,011,대학원논문연구,,3,3,0,,,,박록진,10 (10),3,,한국어,설강
논문,자연과학대학,지구환경과학부,석박사통합,0,3345.803,012,대학원논문연구,,3,3,0,,,,박성수,10 (10),1,,한국어,설강
논문,자연과학대학,지구환경과학부,석박사통합,0,3345.803,013,대학원논문연구,,3,3,0,,,,박정우,10 (10),4,,한국어,설강
논문,자연과학대학,지구환경과학부,석박사통합,0,3345.803,014,대학원논문연구,,3,3,0,,,,백종진,10 (10),2,,한국어,설강
논문,자연과학대학,지구환경과학부,석박사통합,0,3345.803,015,대학원논문연구,,3,3,0,,,,손병주,10 (10),1,,한국어,설강
논문,자연과학대학,지구환경과학부,석박사통합,0,3345.803,016,대학원논문연구,,3,3,0,,,,손석우,10 (10),4,,한국어,설강
논문,자연과학대학,지구환경과학부,석박사통합,0,3345.803,017,대학원논문연구,,3,3,0,,,,심민섭,10 (10),1,,한국어,설강
논문,자연과학대학,지구환경과학부,석박사통합,0,3345.803,018,대학원논문연구,,3,3,0,,,,안진호,10 (10),4,,한국어,설강
논문,자연과학대학,지구환경과학부,석박사통합,0,3345.803,019,대학원논문연구,,3,3,0,,,,우주선,10 (10),1,,한국어,설강
논문,자연과학대학,지구환경과학부,석박사통합,0,3345.803,020,대학원논문연구,,3,3,0,,,,이강근,10 (10),9,,한국어,설강
논문,자연과학대학,지구환경과학부,석박사통합,0,3345.803,022,대학원논문연구,,3,3,0,,,,이성근,10 (10),3,,한국어,설강
논문,자연과학대학,지구환경과학부,석박사통합,0,3345.803,023,대학원논문연구,,3,3,0,,,,이융남,10 (10),3,,한국어,설강
논문,자연과학대학,지구환경과학부,석박사통합,0,3345.803,024,대학원논문연구,,3,3,0,,,,이인성,10 (10),1,,한국어,설강
논문,자연과학대학,지구환경과학부,석박사통합,0,3345.803,025,대학원논문연구,,3,3,0,,,,이현우,10 (10),3,,한국어,설강
논문,자연과학대학,지구환경과학부,석박사통합,0,3345.803,026,대학원논문연구,,3,3,0,,,,임규호,10 (10),1,,한국어,설강
논문,자연과학대학,지구환경과학부,석박사통합,0,3345.803,029,대학원논문연구,,3,3,0,,,,최경식,10 (10),1,,한국어,설강
논문,자연과학대학,지구환경과학부,석박사통합,0,3345.803,030,대학원논문연구,,3,3,0,,,,최우갑,10 (10),1,,한국어,설강
논문,자연과학대학,지구환경과학부,석박사통합,0,3345.803,031,대학원논문연구,,3,3,0,,,,허영숙,10 (10),2,,한국어,설강
논문,자연과학대학,지구환경과학부,석박사통합,0,3345.803,032,대학원논문연구,,3,3,0,,,,허창회,10 (10),2,,한국어,설강
논문,자연과학대학,지구환경과학부,석박사통합,0,3345.803,033,대학원논문연구,,3,3,0,,,,황점식,10 (10),3,,한국어,설강
논문,자연과학대학,지구환경과학부,석박사통합,0,3345.803,034,대학원논문연구,,3,3,0,,,,황청연,10 (10),2,,한국어,설강
전선,치의학대학원,치의학과,학사,2학년,3346.001,302,세포분자생물학,,3,3,0,금(14:00~16:50),이론,086-103,이성중,60 (60),53,자연대 생명과학부 주전공학생 수강불허/생물학 및 생물학실험화학 및 화학실험을 반드시 선이수 되어 있어야 함,한국어,설강
전선,자연과학대학,생명과학부,학사,2학년,3346.002,001,미생물학개론,,3,3,0,월(11:00~12:15)/수(11:00~12:15),이론/이론,500-L307/500-L307,천종식,60 (60),16,"®타학과용, 생명과학부, 자유전공학부(주전공 생명) 및 복수전공자 수강 불가",한국어,설강
전필,자연과학대학,생명과학부,학사,2학년,3346.204,001,생물다양성과 환경,,3,3,0,화(12:30~13:45)/목(12:30~13:45),이론/이론,043-1-401/043-1-401,임영운,100 (100),92,,한국어,설강
전필,자연과학대학,생명과학부,학사,2학년,3346.205,001,세포생물학,,3,3,0,화(11:00~12:15)/목(11:00~12:15),이론/이론,500-L308/500-L308,고준석,60 (60),37,,한국어,설강
전필,자연과학대학,생명과학부,학사,2학년,3346.205,002,세포생물학,,3,3,0,화(09:30~10:45)/목(09:30~10:45),이론/이론,500-L307/500-L307,강찬희,60 (60),14,ⓔ,영어,설강
전필,자연과학대학,생명과학부,학사,2학년,3346.205,003,세포생물학,,3,3,0,화(15:30~16:45)/목(15:30~16:45),이론/이론,500-L308/500-L308,김재범,60 (60),26,,한국어,설강
전필,농업생명과학대학,응용생물화학부,학사,2학년,3346.205,200,세포생물학,,3,3,0,월(13:00~15:50),이론,200-6116,이시혁,30 (30),39,,한국어,설강
전선,자연과학대학,생명과학부,학사,2학년,3346.207A,001,미생물학 1,,3,3,0,화(14:00~15:15)/목(14:00~15:15),이론/이론,500-L306/500-L306,박주홍,60 (60),54,,한국어,설강
전선,자연과학대학,생명과학부,학사,3학년,3346.210B,001,현대생물학의 이해 1,,2,2,0,월(14:00~15:50),이론,500-L308,백성희,18 (18),12,,한국어,설강
전선,자연과학대학,생명과학부,학사,2학년,3346.211,001,현대식물학,,3,3,0,월(15:30~16:45)/수(15:30~16:45),이론/이론,500-L307/500-L307,이지영,60 (60),14,,한국어,설강
전선,자연과학대학,생명과학부,학사,2학년,3346.211,002,현대식물학,,3,3,0,화(14:00~15:15)/목(14:00~15:15),이론/이론,500-L308/500-L308,최연희,60 (60),18,,한국어,설강
전선,자연과학대학,생명과학부,학사,4학년,3346.218,001,생물정보학개론,,3,3,0,월(11:00~12:15)/수(11:00~12:15),이론/이론,500-L308/500-L308,Martin Steinegger,60 (60),46,ⓔ,영어,설강
전선,자연과학대학,생명과학부,학사,3학년,3346.321,001,동물생리학,,3,3,0,화(11:00~12:15)/목(11:00~12:15),이론/이론,500-L309/500-L309,최석우,50 (50),48,,한국어,설강
전선,자연과학대학,생명과학부,학사,3학년,3346.324,001,생명과학연구실습 1,,2,0,4,토(09:00~12:50),실습,,황대희,6 (6),6,"연구실 지원서 제출(~2021. 2.15.까지)(계획서 및 서식 첨부), 강의계획서 필독",한국어,설강
전선,자연과학대학,생명과학부,학사,3학년,3346.324,002,생명과학연구실습 1,,2,0,4,토(09:00~12:50),실습,,안광석,6 (6),4,"연구실 지원서 제출(~2021. 2.15.까지)(계획서 및 서식 첨부), 강의계획서 필독",한국어,설강
전선,자연과학대학,생명과학부,학사,3학년,3346.324,003,생명과학연구실습 1,,2,0,4,토(09:00~12:50),실습,,허원기,6 (6),4,"연구실 지원서 제출(~2021. 2.15.까지)(계획서 및 서식 첨부), 강의계획서 필독",한국어,설강
전선,자연과학대학,생명과학부,학사,4학년,3346.325A,001,생명과학연구실습 3,,2,0,4,토(13:00~16:50),실습,,최연희,6 (6),4,"연구실 지원서 제출(~2021. 2.15.까지)(계획서 및 서식 첨부), 강의계획서 필독",한국어,설강
전선,자연과학대학,생명과학부,학사,4학년,3346.325A,002,생명과학연구실습 3,,2,0,4,토(13:00~16:50),실습,,조형택,6 (6),3,"연구실 지원서 제출(~2021. 2.15.까지)(계획서 및 서식 첨부), 강의계획서 필독",한국어,설강
전선,자연과학대학,생명과학부,학사,4학년,3346.325A,003,생명과학연구실습 3,,2,0,4,토(13:00~16:50),실습,,정용근,6 (6),5,"연구실 지원서 제출(~2021. 2.15.까지)(계획서 및 서식 첨부), 강의계획서 필독",한국어,설강
전선,자연과학대학,생명과학부,학사,3학년,3346.328,001,생명과학특수연구 1,,1,0,2,,,,장혜식,5 (5),5,,한국어,설강
전선,자연과학대학,생명과학부,학사,3학년,3346.328,002,생명과학특수연구 1,,1,0,2,,,,조형택,5 (5),2,,한국어,설강
전선,자연과학대학,생명과학부,학사,3학년,3346.328,004,생명과학특수연구 1,,1,0,2,,,,허원기,5 (5),3,,한국어,설강
전선,자연과학대학,생명과학부,학사,3학년,3346.328,007,생명과학특수연구 1,,1,0,2,,,,김진홍,5 (5),3,,한국어,설강
전선,자연과학대학,생명과학부,학사,4학년,3346.329A,001,생명과학연구실습 4,,2,0,4,토(13:00~16:50),실습,,이유리,6 (6),5,"연구실 지원서 제출(~2021. 2.15.까지)(계획서 및 서식 첨부), 강의계획서 필독",한국어,설강
전선,자연과학대학,생명과학부,학사,4학년,3346.403,001,면역학,,3,3,0,화(09:30~10:45)/목(09:30~10:45),이론/이론,500-L308/500-L308,안광석,60 (60),54,,한국어,설강
전선,자연과학대학,생명과학부,학사,4학년,3346.404,001,신경생물학,,3,3,0,화(15:30~18:20),이론,500-L307,김형,50 (50),57,,한국어,설강
전선,자연과학대학,생명과학부,학사,4학년,3346.408,001,생물공학,,3,3,0,화(12:30~13:45)/목(12:30~13:45),이론/이론,500-L309/500-L309,김진홍,60 (60),25,,한국어,설강
전필,자연과학대학,생명과학부,학사,4학년,3346.412A,001,생명과학학위논문연구,,1,0,2,금(17:00~18:50),실습,,김진홍,6 (6),6,논문지도교수 신청 및 추천서 제출(~2021. 2.12.까지)(계획서 및 서식 첨부),한국어,설강
전필,자연과학대학,생명과학부,학사,4학년,3346.412A,002,생명과학학위논문연구,,1,0,2,금(17:00~18:50),실습,,김재범,6 (6),6,논문지도교수 신청 및 추천서 제출(~2021. 2.12.까지)(계획서 및 서식 첨부),한국어,설강
전필,자연과학대학,생명과학부,학사,4학년,3346.412A,003,생명과학학위논문연구,,1,0,2,금(17:00~18:50),실습,,고준석,6 (6),5,논문지도교수 신청 및 추천서 제출(~2021. 2.12.까지)(계획서 및 서식 첨부),한국어,설강
전필,자연과학대학,생명과학부,학사,4학년,3346.412A,004,생명과학학위논문연구,,1,0,2,금(17:00~18:50),실습,,강찬희,6 (6),6,논문지도교수 신청 및 추천서 제출(~2021. 2.12.까지)(계획서 및 서식 첨부),한국어,설강
전선,자연과학대학,생명과학부,학사,3학년,3346.414,001,생명과학연구실습 2,,2,0,4,토(09:00~12:50),실습,,강찬희,6 (6),6,"연구실 지원서 제출(~2021. 2.15.까지)(계획서 및 서식 첨부), 강의계획서 필독",한국어,설강
전선,자연과학대학,생명과학부,학사,4학년,3346.415,001,생태학,,3,3,0,월(12:30~13:45)/수(12:30~13:45),이론/이론,500-L309/500-L309,신승관,50 (50),43,,한국어,설강
전필,자연과학대학,물리·천문학부,학사,2학년,3348.215,001,역학 1 연습,,1,0,2,,,,이원종,100 (100),87,,한국어,설강
전선,자연과학대학,물리·천문학부,학사,3학년,3348.309,001,전자기파와 광학 연습,,1,0,2,,,,김도헌,100 (100),42,,한국어,설강
전필,자연과학대학,물리·천문학부,학사,3학년,3348.310,001,양자물리 1 연습,,1,0,2,,,,민홍기,100 (100),73,,한국어,설강
전선,자연과학대학,물리·천문학부,학사,4학년,3348.401,001,생물계 물리입문,,3,3,0,월(12:30~13:45)/수(12:30~13:45),이론/이론,056-219/056-219,홍승훈,30 (30),23,,한국어,설강
전선,자연과학대학,물리·천문학부,학사,4학년,3348.408,001,물리연구 1,,3,3,0,,,,안경원,20 (20),2,,한국어,설강
전선,자연과학대학,물리·천문학부,학사,2학년,3348.455,001,전산천문학,,3,2,2,월(10:30~12:20)/수(10:30~12:20),이론/실습,019-101/019-101,김웅태,40 (40),12,,한국어,설강
전선,자연과학대학,물리·천문학부,학사,4학년,3348.456,001,천문기기개론,,3,2,2,월(11:00~12:50)/수(11:00~12:50),이론/실습,019-206/019-206,박용선,40 (40),7,,한국어,설강
전선,자연과학대학,물리·천문학부,학사,4학년,3348.457,001,우주환경,,3,3,0,화(11:00~12:15)/목(11:00~12:15),이론/이론,019-212/019-212,채종철,40 (40),7,,한국어,설강
전선,자연과학대학,물리·천문학부,석사,0,3348.501,001,대학원연구입문,,3,3,0,금(13:00~15:50),이론,056-105,전헌수,60 (60),40,®물리∙천문학부(물리전공),한국어,설강
전필,자연과학대학,지구환경과학부,학사,2학년,3349.201A,001,계산과학의 이해,,3,3,0,화(11:00~12:15)/목(11:00~12:15),이론/이론,025-1-418/025-1-418,이상묵,40 (40),5,,한국어,설강
전필,자연과학대학,지구환경과학부,학사,2학년,3349.203,001,계산과학이론 및 실습1,,3,2,2,월(14:00~14:50)/수(14:00~14:50)/금(14:00~15:50),이론/이론/실습,025-1-418/025-1-418/025-1-418,이상묵,40 (40),8,,한국어,설강
전필,자연과학대학,지구환경과학부,학사,4학년,3349.404,001,계산과학 종합설계,,3,3,0,월(16:00~18:50),이론,025-1-304,이상묵,40 (40),1,,한국어,설강
전필,자연과학대학,뇌인지과학과,석박사통합,0,339.502,001,뇌인지과학의 방법,,3,3,0,금(13:00~15:50),이론,203-106,이인아,50 (50),36,,한국어,설강
논문,자연과학대학,뇌인지과학과,석박사통합,0,339.803,001,대학원 논문연구,,3,3,0,,,,권준수,10 (10),6,,한국어,설강
논문,자연과학대학,뇌인지과학과,석박사통합,0,339.803,002,대학원 논문연구,,3,3,0,,,,김기웅,10 (10),6,,한국어,설강
논문,자연과학대학,뇌인지과학과,석박사통합,0,339.803,003,대학원 논문연구,,3,3,0,,,,김의태,10 (10),1,,한국어,설강
논문,자연과학대학,뇌인지과학과,석박사통합,0,339.803,004,대학원 논문연구,,3,3,0,,,,이상훈,10 (10),3,,한국어,설강
논문,자연과학대학,뇌인지과학과,석박사통합,0,339.803,005,대학원 논문연구,,3,3,0,,,,이석호,10 (10),2,,한국어,설강
논문,자연과학대학,뇌인지과학과,석박사통합,0,339.803,006,대학원 논문연구,,3,3,0,,,,이인아,12 (12),10,,한국어,설강
논문,자연과학대학,뇌인지과학과,석박사통합,0,339.803,007,대학원 논문연구,,3,3,0,,,,정천기,10 (10),5,,한국어,설강
논문,자연과학대학,뇌인지과학과,석박사통합,0,339.803,008,대학원 논문연구,,3,3,0,,,,호원경,10 (10),1,,한국어,설강
논문,자연과학대학,뇌인지과학과,석박사통합,0,339.803,010,대학원 논문연구,,3,3,0,,,,차지욱,10 (10),1,,한국어,설강
논문,자연과학대학,뇌인지과학과,석박사통합,0,339.803,012,대학원 논문연구,,3,3,0,,,,이승복,10 (10),2,,한국어,설강
논문,자연과학대학,뇌인지과학과,석박사통합,,339.803,013,대학원 논문연구,,3,3,0,,,,LEE SANG AH,10 (10),2,ⓔ,영어,설강
전필,자연과학대학,협동과정 뇌과학전공,석박사통합,1학년,3391.507,001,신경과학의 원리 1,,3,3,0,목(14:00~16:50),이론,500-L304,이승복,30 (30),27,,한국어,설강
전선,자연과학대학,협동과정 뇌과학전공,석박사통합,1학년,3391.601A,001,뇌과학세미나 1,,2,2,0,목(12:00~13:50),이론,500-L304,이성중,141 (141),151,,한국어,설강
전필,자연과학대학,협동과정 생물정보학전공,석박사통합,1학년,3393.501A,001,생물정보학 및 실습 1,,5,3,4,월(15:00~17:50)/금(10:00~13:50),이론/실습,/,장혜식,20 (20),17,®강의실: 300동 611호,한국어,설강
전선,자연과학대학,협동과정 생물정보학전공,석박사통합,1학년,3393.506,001,생물정보학세미나,생물정보학의 최근 경향,1,1,0,목(11:00~11:50),이론,,박태성,35 (35),38,강의실: 300동 611호,한국어,설강
전필,자연과학대학,협동과정 생물정보학전공,석박사통합,1학년,3393.510,001,생물정보학 및 실습 3,,4,3,2,목(13:00~15:50)/목(16:00~17:50),이론/실습,/,천종식,20 (20),9,®강의실: 300동 611호,한국어,설강
전선,자연과학대학,협동과정 생물정보학전공,석사,1학년,3393.607,001,생물정보통계학,,3,3,0,수(14:00~16:50),이론,,원성호,40 (40),32,강의실: 300동 611호,한국어,설강
전선,자연과학대학,협동과정 계산과학전공,석박사통합,0,3394.503,001,과학적 병렬계산,,3,3,0,금(10:00~12:50),이론,024-113,박재현,30 (30),13,,한국어,설강
전선,자연과학대학,협동과정 계산과학전공,석박사통합,0,3394.506,001,고급수치선형대수,,3,3,0,화(11:00~13:50),이론,024-113,하영수,30 (30),13,,한국어,설강
논문,자연과학대학,협동과정 계산과학전공,석박사통합,0,3394.803,001,대학원논문연구,,3,3,0,,,,이상묵,10 (10),1,,한국어,설강
논문,자연과학대학,협동과정 계산과학전공,석박사통합,0,3394.803,002,대학원논문연구,,3,3,0,,,,강명주,10 (10),5,,한국어,설강
논문,자연과학대학,협동과정 계산과학전공,석박사통합,0,3394.803,004,대학원논문연구,,3,3,0,,,,손석우,10 (10),1,,한국어,설강
전필,생활과학대학,,학사,1학년,350.101A,001,생활과학의 이해,,1,1,0,월(11:00~11:50),이론,222-701,하지수,150 (150),118,®생활과학대학생 외 수강불허,한국어,설강
교직,생활과학대학,식품영양학과,학사,3학년,350.309,001,가정과논술지도법,,2,2,0,화(17:00~18:50),이론,222-112,김은정,40 (40),2,e-mail로 약속 후 면담,한국어,설강
전선,생활과학대학,식품영양학과,학사,2학년,352.210,001,생화학,,4,4,0,월(14:00~15:50)/수(14:00~15:50),이론/이론,222-701/222-701,권영혜,40 (40),25,전공자 우선,한국어,설강
전선,생활과학대학,식품영양학과,학사,2학년,352.216,001,인체생리학,,3,3,0,화(14:00~16:50),이론,222-113,김정수,40 (40),31,e-mail로 약속 후 면담,한국어,설강
전선,생활과학대학,식품영양학과,학사,2학년,352.217B,001,식품화학,,4,4,0,화(09:00~10:50)/목(09:00~10:50),이론/이론,222-B202/222-B202,황금택,50 (50),43,e-mail로 약속 후 면담,한국어,설강
전선,생활과학대학,식품영양학과,학사,3학년,352.302B,001,고급영양학,,3,3,0,목(13:00~15:50),이론,222-505,박미나,40 (40),31,e-mail로 약속 후 면담,한국어,설강
전선,생활과학대학,식품영양학과,학사,3학년,352.323A,001,식품분석실험,,3,1,4,수(13:00~13:50)/수(14:00~17:50),이론/실습,222-505/222-B125,권훈정,40 (40),13,®타과생 수강 불허,한국어,설강
전선,생활과학대학,식품영양학과,학사,3학년,352.324B,001,단체급식관리 및 실습,,3,2,2,월(13:00~14:50)/월(15:00~16:50),이론/실습,222-635/222-637,최인주,40 (40),14,e-mail로 약속 후 면담,한국어,설강
전선,생활과학대학,식품영양학과,학사,4학년,352.325,001,영양사현장실습,,2,0,80,,,,권미라,4 (4),4,e-mail로 약속 후 면담,한국어,설강
전선,생활과학대학,식품영양학과,학사,4학년,352.401A,001,식생활관리학 및 실험,,3,2,2,금(13:00~14:50)/금(15:00~16:50),이론/실습,222-635/222-637,윤소윤,40 (40),17,e-mail로 약속 후 면담,한국어,설강
전선,생활과학대학,식품영양학과,학사,4학년,352.419B,001,식품위생학,,3,3,0,화(09:30~10:45)/목(09:30~10:45),이론/이론,222-505/222-505,권훈정,40 (40),17,e-mail로 약속 후 면담,한국어,설강
전선,생활과학대학,식품영양학과,학사,4학년,352.422,001,분자영양학,,2,2,0,수(10:00~11:50),이론,222-505,권영혜,40 (40),13,e-mail로 약속 후 면담,한국어,설강
전선,생활과학대학,식품영양학과,석박사통합,0,352.504A,001,임상영양연구,,3,3,0,목(13:00~15:50),이론,222-B203,이정은,20 (20),16,e-mail로 약속 후 면담,한국어,설강
전선,생활과학대학,식품영양학과,석박사통합,0,352.518A,001,고급식품학연구,,3,3,0,화(14:00~16:50),이론,222-505,권훈정,20 (20),7,e-mail로 약속 후 면담,한국어,설강
전선,생활과학대학,식품영양학과,석박사통합,0,352.609A,001,임상영양치료 1,,3,3,0,수(09:00~11:50),이론,222-112,김윤,20 (20),7,®타과생 수강 불허,한국어,설강
전선,생활과학대학,식품영양학과,석박사통합,0,352.722A,001,식품생리활성론,,3,3,0,수(09:00~11:50),이론,222-604,임태환,20 (20),8,e-mail로 약속 후 면담,한국어,설강
전선,생활과학대학,식품영양학과,석박사통합,0,352.726,001,영양정책,,3,3,0,목(16:00~18:50),이론,222-635,강윤희,40 (40),5,e-mail로 약속 후 면담,한국어,설강
전선,생활과학대학,식품영양학과,석박사통합,0,352.729,001,식품관능검사법,,3,3,0,목(09:00~11:50),이론,222-604,홍재희,20 (20),6,e-mail로 약속 후 면담,한국어,설강
전선,생활과학대학,식품영양학과,석박사통합,0,352.752,001,영양학특강,지속가능한 식생활과 건강,3,3,0,수(14:00~16:50),이론,222-635,신동미,20 (20),5,e-mail로 약속 후 면담,한국어,설강
논문,생활과학대학,식품영양학과,석박사통합,0,352.803,001,대학원논문연구,,3,3,0,,,,권영혜,10 (10),1,e-mail로 약속 후 면담,한국어,설강
논문,생활과학대학,식품영양학과,석박사통합,0,352.803,002,대학원논문연구,,3,3,0,,,,권훈정,10 (10),1,e-mail로 약속 후 면담,한국어,설강
논문,생활과학대학,식품영양학과,석박사통합,0,352.803,003,대학원논문연구,,3,3,0,,,,신동미,10 (10),1,e-mail로 약속 후 면담,한국어,설강
논문,생활과학대학,식품영양학과,석박사통합,0,352.803,004,대학원논문연구,,3,3,0,,,,윤지현,10 (10),1,e-mail로 약속 후 면담,한국어,설강
논문,생활과학대학,식품영양학과,석박사통합,0,352.803,005,대학원논문연구,,3,3,0,,,,이정은,10 (10),2,e-mail로 약속 후 면담,한국어,설강
논문,생활과학대학,식품영양학과,석박사통합,0,352.803,006,대학원논문연구,,3,3,0,,,,홍재희,10 (10),1,e-mail로 약속 후 면담,한국어,설강
논문,생활과학대학,식품영양학과,석박사통합,0,352.803,007,대학원논문연구,,3,3,0,,,,황금택,10 (10),1,e-mail로 약속 후 면담,한국어,설강
전선,생활과학대학,의류학과,학사,2학년,353.214,001,패션일러스트레이션,,3,2,2,목(09:00~10:50)/목(11:00~12:50),이론/실습,222-216/222-226,이채영,30 (30),34,전공생 우선수강,한국어,설강
전선,생활과학대학,의류학과,학사,2학년,353.226,001,인체와 의복구성설계,,3,2,2,금(09:00~09:50)/금(10:00~11:50),이론/이론,222-216/222-219,오정,30 (30),54,전공생 우선수강,한국어,설강
전선,생활과학대학,의류학과,학사,3학년,353.332A,001,의류소재염색가공 및 실험,,3,2,2,월(13:00~13:50)/월(14:00~16:50),이론/실습,222-333/222-333,김주연,20 (20),16,전공생 우선수강,한국어,설강
전선,생활과학대학,의류학과,학사,2학년,353.333,001,패션마케팅,,3,3,0,목(14:00~16:50),이론,222-B202,추호정,45 (45),54,전공생우선수강,한국어,설강
전선,생활과학대학,의류학과,학사,4학년,353.417A,001,특수기능복,,3,2,2,수(09:00~10:50)/수(11:00~12:50),이론/실습,222-225/222-333,이주영,16 (16),12,,한국어,설강
전선,생활과학대학,의류학과,학사,4학년,353.429A,001,패션리테일링,,3,3,0,화(14:00~16:50),이론,222-B202,이유리,45 (45),40,전공생우선수강,한국어,설강
전선,생활과학대학,의류학과,학사,4학년,353.431D,001,패션트렌드 및 디자인기획,,3,3,0,수(14:00~15:50)/수(16:00~17:50),이론/실습,222-219/222-219,김성은,20 (20),15,전공생우선수강,한국어,설강
전선,생활과학대학,의류학과,학사,4학년,353.434,001,패션산업인턴십,,1,0,2,,,,이주영,50 (50),2,,한국어,설강
전선,생활과학대학,의류학과,석박사통합,0,353.501,001,의류학연구방법론,,3,3,0,목(13:00~13:50)/목(15:00~15:50)/목(14:00~14:50),이론/이론/이론,222-225/222-225/222-226,박지수,30 (30),30,,한국어,설강
전선,생활과학대학,의류학과,석박사통합,0,353.502B,001,의류학세미나 1,,3,3,0,,,,이주영,50 (50),14,ⓔ®타전공생 수강불허,영어,설강
전선,생활과학대학,의류학과,석박사통합,0,353.601A,001,패션디자인발상연구,,3,1,4,수(09:00~10:50)/수(11:00~12:50),이론/실습,222-219/222-219,김성은,20 (20),3,,한국어,설강
